text,year,month,day,hour,minute,week_num,num_of_day,num_of_week
 @jirolian  銀杏仄かに薫る仙台店前 ざっと40人の並び 12:15 ,2017,10,28,12,16,6,301,43
 @jirolian 1353 仙台 交差点あたりまで 並んでます ,2017,10,27,13,53,5,300,43
 ラーメン二郎 仙台店 只今の並びは青い髪のあの方も含め約50人！12:17 @jirolian pic.twitter.com/fI2xq7lJSF ,2017,10,27,12,17,5,300,43
 ラーメン二郎仙台店 晴 45人位 11:43  @jirolian ,2017,10,27,11,43,5,300,43
 @jirolian ラーメン二郎 仙台店  不動産屋入口まで  １８：３３ ,2017,10,26,18,33,4,299,43
 @jirolian 仙台店 1250 外側37 ,2017,10,24,12,53,2,297,43
 @jirolian 仙台 1111 20人待ち 快晴 ,2017,10,24,11,11,2,297,43
 @jirolian 仙台店 19:30　駐車場超えも傘をさしてるため列はゆったり 約20人 定刻まで営業してます ,2017,10,22,19,32,0,295,43
 @jirolian 仙台 開店待ち4 1045 ,2017,10,22,10,44,0,295,43
 @jirolian 仙台店、18:38現在、40人くらい。店長います。団体客多いです。 ,2017,10,21,18,38,6,294,42
 @jirolian 仙台 1112 雨の中8人待ち ,2017,10,20,11,12,5,293,42
 @jirolian ラーメン二郎 仙台店 横断歩道まで えらく混んでます １８：５０ ,2017,10,18,18,50,3,291,42
 ラーメン二郎仙台店 曇 並び12人 11:12  @jirolian ,2017,10,18,11,12,3,291,42
 @jirolian 1910 仙台 50人 ,2017,10,17,19,20,2,290,42
 @jirolian 1312 仙台 15人ほどです ,2017,10,17,13,13,2,290,42
 ラーメン二郎 仙台店 只今の並びは65人！日曜日の仙台店は19時30分までの営業です。ご来店予定の方はお早めにお願いします。17:47   @jirolian pic.twitter.com/ZzfRmhhIUt ,2017,10,15,17,47,0,288,42
 @jirolian ラーメン二郎仙台店 現在 不動産屋入口まで  １９：０７ ,2017,10,14,19,7,6,287,41
" @jirolian 開店前並び30人超 (@ ラーメン二郎 仙台店 - @jiro_sendai1023 in 仙台市, 宮城県) https://www.swarmapp.com/c/9pa2BA7KRv6 pic.twitter.com/nXWujknLs7 ",2017,10,14,11,26,6,287,41
 ラーメン二郎仙台店 曇 並び35人 11:48  @jirolian ,2017,10,13,11,48,5,286,41
 @jirolian ラーメン二郎仙台店 現在マンション入口 まで１８：３０ ,2017,10,12,18,30,4,285,41
 @jirolian 仙台店1946小雨模様不動産屋越えてます pic.twitter.com/PdC3nqTnWR ,2017,10,11,19,48,3,284,41
 仙台二郎どんな感じですか？ ,2017,10,10,13,29,2,283,41
 ラーメン二郎 仙台店 只今の並びは52人！日曜日の仙台店は19時30分までの営業です。ご来店予定の方はお早めにお願いします。18:39  @jirolian pic.twitter.com/pRtMAVyvTc ,2017,10,8,18,39,0,281,41
 @jirolian 仙台店 並び信号手前まで 11:22 ,2017,10,7,11,22,6,280,40
 ラーメン二郎仙台店 雨 並び23人 11:07  @jirolian ,2017,10,7,11,7,6,280,40
 @jirolian  肌寒いと何故か空いてる仙台店 ,2017,10,6,15,6,5,279,40
 @jirolian 仙台二郎 13:45 奇跡の待ち無し ,2017,10,6,13,46,5,279,40
 @jirolian 仙台店13:42並び5人 仙台店は平日昼ピーク過ぎは狙い目ですね pic.twitter.com/EWZM6gbLCS ,2017,10,6,13,43,5,279,40
 @jirolian 13時19分 ラーメン二郎仙台店 並び9人です。 pic.twitter.com/MDskwFWkNU ,2017,10,6,13,19,5,279,40
 ラーメン二郎 仙台店 只今の並びは8人！今日は並び少ないです。12:50  @jirolian pic.twitter.com/KsPp4q7RI7 ,2017,10,5,12,50,4,278,40
 @jirolian 仙台店、18:47時点で12人。プラス鍋の人。 ,2017,10,3,18,47,2,276,40
 ラーメン二郎仙台店 曇 並び2人 13:58  @jirolian ,2017,10,3,13,58,2,276,40
 @jirolian 仙台 開店前15人程(11:05) ,2017,10,3,11,5,2,276,40
 @jirolian 仙台店 1851 外待ち57名 明日、マラソン大会があり、全国からの集団との事です ,2017,9,30,18,51,6,273,39
 @jirolian 仙台店  1830 外待ち100名以上o(^_^)o pic.twitter.com/un3NUi2lAf ,2017,9,30,18,33,6,273,39
 @jirolian 仙台　外40人　1337 ,2017,9,30,13,37,6,273,39
 @jirolian 仙台点1100約20人 ,2017,9,30,10,59,6,273,39
 ラーメン二郎仙台店 晴 並び26人 12:49  @jirolian ,2017,9,29,12,49,5,272,39
 @jirolian 仙台店 ただいま待ちなし 天候小雨 つけ麺は終了 ,2017,9,28,13,26,4,271,39
 ラーメン二郎 仙台店 只今の並びはヅラの大先輩 黒糖さん含め約20人！18:07  @jirolian pic.twitter.com/YLfyRvSVCL ,2017,9,27,18,7,3,270,39
 ラーメン二郎 仙台店 只今の並びは35人！12:41 @jirolian pic.twitter.com/zTMN5WRcOl ,2017,9,24,12,41,0,267,39
 ラーメン二郎仙台 晴時々曇 並び4人 11:03  @jirolian ,2017,9,22,11,3,5,265,38
 ラーメン二郎 仙台店 只今の並びは20人！12:13 @jirolian pic.twitter.com/iVDPpY6ZgF ,2017,9,20,12,13,3,263,38
 @jirolian ラーメン二郎仙台店 外18人待ち 1319 ,2017,9,19,13,19,2,262,38
 ラーメン二郎仙台店 晴 並び18人 12:41  @jirolian ,2017,9,19,12,41,2,262,38
 @jirolian 仙台店 1137に昼の部開店、開店待ちは２５くらい 待っている間の陽射しがきついですね… ,2017,9,19,11,39,2,262,38
 ラーメン二郎 仙台店 只今の並びは53人！12:36 @jirolian pic.twitter.com/pa5QZIc3tA ,2017,9,16,12,37,6,259,37
 @jirolian 仙台 二郎 25人くらい人 1730 小豚しょうがニンニク少しアブラ pic.twitter.com/jNdOOHGeXF ,2017,9,15,17,30,5,258,37
 @jirolian 仙台 二郎 開店待ち 11人 1645 pic.twitter.com/BZqEweTPg9 ,2017,9,15,16,45,5,258,37
 ラーメン二郎仙台店 曇 並び16人 14:07  @jirolian ,2017,9,15,14,7,5,258,37
 @jirolian 仙台 1102 開店前11名程 pic.twitter.com/j9U9wmZd9U ,2017,9,15,11,2,5,258,37
 @jirolian 仙台店 14:10 10人の並び pic.twitter.com/RyGDXDaa45 ,2017,9,14,14,12,4,257,37
 ラーメン二郎 仙台店 只今の並びは23人！13:57  @jirolian pic.twitter.com/OZDPOvTQIZ ,2017,9,12,13,58,2,255,37
 ラーメン二郎 仙台店 只今の並びは見事に男ばかり23人！13:27   @jirolian pic.twitter.com/T7qOmx7K4F ,2017,9,9,13,27,6,252,36
 ラーメン二郎仙台店 晴時々曇 並び22人 12:03  @jirolian ,2017,9,8,12,4,5,251,36
 @jirolian 仙台店、18:37時点で7人です。雨です。 ,2017,9,7,18,37,4,250,36
 ラーメン二郎 仙台店 雨の中只今の並びは10人！13:24 @jirolian pic.twitter.com/beCyrUyevx ,2017,9,7,13,24,4,250,36
 @jirolian 仙台店 開店前15人ほど 東京へ戻るバスの車内よりチラ見。 ,2017,9,7,11,28,4,250,36
 @jirolian 仙台二郎 30名ほど 新人助手？の不慣れなオペに原田氏イライラ ,2017,9,6,17,49,3,249,36
 @jirolian 仙台店、17:45時点で9人です。 ,2017,9,5,17,47,2,248,36
 @jirolian 仙台 待ち26人 #仙台 ,2017,9,5,13,1,2,248,36
 @jirolian 仙台二郎 1640 並び10人 ,2017,9,2,16,41,6,245,35
 ラーメン二郎 仙台店 只今の並びは13人！>_< 10:46  @jirolian pic.twitter.com/XWI3f9hmx0 ,2017,9,2,10,46,6,245,35
 ラーメン二郎仙台店 晴 並び31人 13:54  @jirolian ,2017,9,1,13,54,5,244,35
 ラーメン二郎 仙台店 只今の並びは13人！17:40 @jirolian pic.twitter.com/gQFLLDdTvV ,2017,8,30,17,40,3,242,35
 @jirolian 仙台　開店待ち　15人ぐらい　1120 小雨 ,2017,8,30,11,20,3,242,35
 @jirolian 　仙台　開店待ち　並び15人ぐらい　1651 　そんなに暑くない ,2017,8,29,16,51,2,241,35
 ラーメン二郎仙台店 晴 並び16人 13:10  @jirolian ,2017,8,29,13,10,2,241,35
 @jirolian 仙台店 開店前11:15 15人 ,2017,8,29,11,14,2,241,35
 ラーメン二郎 仙台店 只今の並びは7人！この時間は並び少ないです！15:50  @jirolian pic.twitter.com/c1Eqi8mdFx ,2017,8,27,15,50,0,239,35
 @jirolian 仙台五十人超え 1235現在 ,2017,8,27,12,35,0,239,35
 @jirolian 仙台二郎20分遅れで開門 ,2017,8,27,11,52,0,239,35
 @jirolian   11:30 仙台二郎 三十人越え、交差点の角曲がった先まで  なお給湯器故障でスタート遅れるとの告知 ,2017,8,27,11,35,0,239,35
 仙台店、午前10時40分現在で並び２人。@jirolian ,2017,8,25,10,40,5,237,34
 ラーメン二郎 仙台店 やや強めの雨の中、只今の並びは15人！13:35 @jirolian pic.twitter.com/fTU43glkcf ,2017,8,24,13,35,4,236,34
 @jirolian 18:19 仙台 約30人待ち(不動産屋の手前まで) ,2017,8,23,18,19,3,235,34
 @jirolian 11:39 仙台 開店直後初回入店分以降約30人待ち つけ麺あり ,2017,8,23,11,39,3,235,34
 ラーメン二郎仙台店 晴 並び16人 11:00  @jirolian ,2017,8,23,11,0,3,235,34
" 開店前8人待ち 1045 @jirolian (@ ラーメン二郎 仙台店 - @jiro_sendai1023 in 仙台市, 宮城県) https://www.swarmapp.com/c/fuJN7cweu4M  ",2017,8,22,10,45,2,234,34
 @jirolian 仙台店、14:24時点で30人くらいです。不動産屋さん入口辺りです。 ,2017,8,19,14,24,6,231,33
 @jirolian 仙台店、どのような混み具合か御存知の方いらっしゃいますか？ ,2017,8,19,13,19,6,231,33
 @jirolian 仙台交差点まで ,2017,8,19,12,15,6,231,33
 @jirolian 仙台 1155 給湯器故障でまだ開店してません… ,2017,8,18,11,57,5,230,33
 ラーメン二郎 仙台店只今の並びは56人！11:49 @jirolian pic.twitter.com/06v9wQ40pv ,2017,8,18,11,49,5,230,33
 @jirolian 仙台 開店待ち2 1030 #ラーメン二郎 #二郎行列チェッカー ,2017,8,18,10,29,5,230,33
 @jirolian 仙台1111開店前30人待ち ,2017,8,17,11,11,4,229,33
 えぇー！？ もしや、仙台店Tシャツ着てた方でしょうか？ ,2017,8,16,15,18,3,228,33
 @jirolian 仙台二郎 ご存知の通り16日までお休みです。ウィットに富み、かつ知らずに来たお客さんに代案を提案する貼り紙、素敵です(*´ω｀*)。 pic.twitter.com/kxmKlux9no ,2017,8,15,20,12,2,227,33
 ラーメン二郎 仙台店 本日の営業は終了しました。(営業終了後の麺豚販売の並びは22人です)17:25 @jirolian pic.twitter.com/uxxTdiJ9zA ,2017,8,6,17,25,0,218,32
 @jirolian ラーメン二郎仙台店　 お盆前の最終営業日 16:55　並び45人横断歩道前 別な列の麺と豚の販売の列も30人程 ,2017,8,6,16,56,0,218,32
 @jirolian  ラーメン二郎仙台店 14:42 信号機越え65人待ち  本日の営業は17:00まで、その後に豚麺販売です。タッパをご持参でいらして下さい。 pic.twitter.com/vWKeAGZWxj ,2017,8,6,14,42,0,218,32
 @jirolian 仙台店、12:00、外待ち70人以上 信じられない行列です！！！ #ラーメン二郎 ,2017,8,6,12,3,0,218,32
 ラーメン二郎仙台店 曇(雨?) 並び50人 12:09   @jirolian ,2017,8,4,12,9,5,216,31
 ラーメン二郎 仙台店 只今の並びは大御所Tさん含め35人！18:50   @jirolian pic.twitter.com/6IdM6jfUYX ,2017,8,3,18,51,4,215,31
 @jirolian 仙台店 1928不動産越え交差点 ,2017,8,2,19,27,3,214,31
 @jirolian 仙台店16人待ち ,2017,8,2,13,39,3,214,31
 ラーメン二郎 仙台店 只今の並びは40人！13:15 @jirolian pic.twitter.com/HAURRKtxls ,2017,8,1,13,15,2,213,31
 ラーメン二郎 仙台店 只今の並びは35人！仙台店 日曜日の営業は19時30分までです。ご来店予定の方はお早めにお願いします。17:40  @jirolian pic.twitter.com/mQWU20GoLt ,2017,7,30,17,40,0,211,31
 @jirolian  ラーメン二郎 仙台店 14:38 17人待ち 日曜日は通し営業で19:30までの営業です。 pic.twitter.com/eJyyDwCCZ9 ,2017,7,30,14,39,0,211,31
 @jirolian #ラーメン二郎 #二郎行列チェッカー 仙台店 4人 待ち 12:27  1人席がたくさんあるので1人だと優先的に入れる ,2017,7,29,12,28,6,210,30
 ラーメン二郎 仙台店 只今の並びは18人！仙台店昼の部は14時30分までです。間も無く昼の部終了です。ご来店予定の方はお早めにお願いします。14:26  @jirolian pic.twitter.com/awgvdcbxKU ,2017,7,28,14,26,5,209,30
 @jirolian 仙台店 並び12人 1846 pic.twitter.com/TKFnFeClWR ,2017,7,27,18,47,4,208,30
 @jirolian 仙台店 並び激しめ 不動産屋越え ,2017,7,26,19,25,3,207,30
 @jirolian 仙台店 11:46 外に17人の並び  つけ麺やってます ,2017,7,26,11,47,3,207,30
 @jirolian 仙台店　19:17　待ち19人 店主麺上げ　天候曇り つけ麺、汁なしはないもよう ,2017,7,25,19,18,2,206,30
 ラーメン二郎 仙台店只今の並びは19人！12:36 @jirolian pic.twitter.com/n9mKaJHyzw ,2017,7,25,12,36,2,206,30
 @jirolian ラーメン二郎仙台店、開店時約30人待ち。つけ麺は平日しかやらないのかな？本日昼はつけ麺なし。 ,2017,7,22,11,27,6,203,29
 @jirolian ラーメン二郎仙台店、開店1時間30分前5人待ち。 ,2017,7,22,10,7,6,203,29
 ラーメン二郎仙台店 晴 並び10人 13:58  @jirolian ,2017,7,21,13,58,5,202,29
 ラーメン二郎仙台店 曇 並び14人 12:56  @jirolian ,2017,7,18,12,56,2,199,29
 @jirolian 仙台店 12:10  JK含む12人の並び つけ麺やってます つけ麺やってます  大事な事なんで二度w ,2017,7,18,12,13,2,199,29
 @jirolian 1230 仙台 26人待ち ,2017,7,15,12,29,6,196,28
 ラーメン二郎仙台店 晴 並び5人 14:24  @jirolian ,2017,7,13,14,25,4,194,28
 @jirolian 仙台店、19:41現在、21人です。つけ麺は昼だけだそうです。店長いました。 ,2017,7,12,19,42,3,193,28
 @jirolian   ラーメン二郎 仙台店  12:41 16人待ち  今日もつけ麺有ります  繰り返します。  つけ麺有ります pic.twitter.com/AE2wYIYibd ,2017,7,12,12,41,3,193,28
 ラーメン二郎 仙台店 只今の並びは8人！本日つけ麺あります！12:57  @jirolian pic.twitter.com/ZjIPF6yuL0 ,2017,7,11,12,57,2,192,28
 @jirolian 仙台二郎開店待ちならび20くらい。1115 ,2017,7,11,11,17,2,192,28
 ラーメン二郎 仙台店 只今の並びはピッタリ30人！18:16 @jirolian pic.twitter.com/2WGvykoKeD ,2017,7,9,18,16,0,190,28
 @jirolian 仙台店、外25人待ちです ,2017,7,9,18,5,0,190,28
 ラーメン二郎 仙台店 只今の並びはあの方も含め10人！本日汁なし有ます！12:54 @jirolian pic.twitter.com/oNh5OaLcBe ,2017,7,6,12,54,4,187,27
 @jirolian 仙台店並びどうですか ,2017,7,5,18,11,3,186,27
 @jirolian 仙台店、18:45現在、19人待ち。 ,2017,7,4,18,46,2,185,27
 @jirolian 仙台店 1730 待ち５、汁なしありとのこと 雲が厚いものの、いまは雨は上がっています ,2017,7,4,17,30,2,185,27
 @jirolian  ラーメン二郎仙台店 天候雨　並び12人チャンス ,2017,7,4,12,10,2,185,27
 @jirolian 仙台2143 麺豚購入列8人 ,2017,7,1,21,43,6,182,26
 @jirolian 仙台 19:04  約３０人待ち ,2017,6,30,19,4,5,181,26
 .@jirolian 仙台12:43曇り 並び20人 ,2017,6,30,12,43,5,181,26
 .@jirolian 仙台20:58曇り 並び19人 ,2017,6,29,20,59,4,180,26
 @jirolian   ラーメン二郎 仙台店  今日は汁なし有ります。  13:38 12人待ち pic.twitter.com/7BAhT71QEM ,2017,6,29,13,38,4,180,26
 @jirolian 仙台店 13:00 ざっと２０人の並び 日差しありますが気持ち良い風もふいてます ,2017,6,29,13,0,4,180,26
 ラーメン二郎 仙台店 開店49分前 只今の並びは4人！10:41  @jirolian pic.twitter.com/ZTBOOe7WOp ,2017,6,29,10,41,4,180,26
 @jirolian 仙台店　 公式閉店時刻21:00　18人待ち ,2017,6,27,21,7,2,178,26
 ラーメン二郎 仙台店 只今の並びは25人！12:21  @jirolian pic.twitter.com/7CCDNQbn5m ,2017,6,27,12,21,2,178,26
 ラーメン二郎 仙台店 只今の並びは25人！17:40 @jirolian pic.twitter.com/URZdEHn45X ,2017,6,24,17,40,6,175,25
 ラーメン二郎仙台店 雨 並び16人 12:09  @jirolian ,2017,6,21,12,9,3,172,25
 ラーメン二郎 仙台店 只今の並びはあの方とあの方含め14人！10:47  @jirolian pic.twitter.com/usc898wyQ7 ,2017,6,21,10,47,3,172,25
 @jirolian 仙台店、19:56時点で37人です。 ,2017,6,16,19,57,5,167,24
 ラーメン二郎仙台店 晴 並び28人位 汁なし有り13:19 @jirolian ,2017,6,16,13,19,5,167,24
 @jirolian 仙台店40人オーバー　小雨　不動産屋前まで pic.twitter.com/qDhGM8MZ2w ,2017,6,15,18,42,4,166,24
 @jirolian 18:13仙台店　並び32人　団体多数なるも汁なしやってます ,2017,6,15,18,13,4,166,24
 ラーメン二郎 仙台店 只今の並びは21人！本日「汁なし」やっていません！>_< 13:20 @jirolian pic.twitter.com/PgUxwrB97D ,2017,6,15,13,20,4,166,24
 @jirolian 仙台店、20:07時点で50人です。不動産屋さんのところです。 店長います。先程時間間違えました、ごめんなさい。 ,2017,6,14,20,8,3,165,24
 ラーメン二郎仙台店 晴時々曇 並び16人 11:07  @jirolian ,2017,6,14,11,7,3,165,24
 @jirolian 仙台店 汁なしあり！ ,2017,6,13,16,51,2,164,24
 ラーメン二郎 仙台店 只今の並びは約20にん！13:07 @jirolian pic.twitter.com/ayAQNUNH5B ,2017,6,13,13,7,2,164,24
 @jirolian 仙台店 訂正です 汁なしありました ,2017,6,13,12,10,2,164,24
 @jirolian 仙台店 約５０人 13:05 ,2017,6,11,13,9,0,162,24
 ラーメン二郎仙台店 薄曇 並び18人 17:14  @jirolian ,2017,6,9,17,14,5,160,23
 ラーメン二郎 仙台店 只今の並びは17人！本日汁なし有ります！12:12  @jirolian pic.twitter.com/dfpIuxFSHH ,2017,6,8,12,12,4,159,23
 @jirolian   ラーメン二郎 仙台店  11:48 12人待ち  本日、汁なし有ります pic.twitter.com/wjIddY22rE ,2017,6,8,11,49,4,159,23
 ラーメン二郎 仙台店 只今の並びは鬼首店主さん含め約30人！日曜日の仙台店は19時30分までの営業です。ご来店予定の方はお早めにお願いします。17:57  @jirolian pic.twitter.com/Ph0rB1jBfg ,2017,6,4,17,57,0,155,23
 ラーメン二郎仙台店 曇 並び11人 13:06  @jirolian ,2017,6,2,13,6,5,153,22
 ラーメン二郎 仙台店 開店15分前 只今の並びは28人！11:15 @jirolian pic.twitter.com/55A6ONXp9o ,2017,6,1,11,15,4,152,22
 ラーメン二郎仙台店 晴 暑い 並び12人 14:14 @jirolian ,2017,5,30,14,14,2,150,22
 @jirolian 仙台二郎 信号まで並んでます 大人数でくるやつ多すぎ pic.twitter.com/luAmhAa5sV ,2017,5,28,12,11,0,148,22
 ラーメン二郎 仙台店 開店30分前 只今の並びは33人！11:04  @jirolian pic.twitter.com/qSIXVohEoT ,2017,5,28,11,4,0,148,22
" @jirolian 仙台17人待ち 10:13 (@ ラーメン二郎 仙台店 - @jiro_sendai1023 in 仙台市, 宮城県) https://www.swarmapp.com/c/bhrUCKGKLzW  ",2017,5,28,10,14,0,148,22
 ラーメン二郎仙台店 曇 並び22人 13:43  @jirolian ,2017,5,26,13,43,5,146,21
 ラーメン二郎 仙台店 只今の並びは4人！本日も「汁なし」やってます！12:06  @jirolian pic.twitter.com/ARzyGkZKAV ,2017,5,25,12,6,4,145,21
 @jirolian   ラーメン二郎 仙台店  11:13 まさかのPPで30秒後にもう1人並び  今日は汁なしが有るか期待して来ました！ pic.twitter.com/J7qMM4D7wt ,2017,5,25,11,16,4,145,21
 ラーメン二郎仙台店 汁なし有ります！  @jirolian ,2017,5,24,12,14,3,144,21
 ラーメン二郎仙台店 雨 並び18人 12:04 @jirolian ,2017,5,24,12,4,3,144,21
 ラーメン二郎 仙台店 只今の並びは約35人！18:17 @jirolian pic.twitter.com/WnpN7oMR8x ,2017,5,21,18,17,0,141,21
 @jirolian   ラーメン二郎 仙台店  13:52 19人待ち pic.twitter.com/oWr5IHxqmP ,2017,5,21,13,52,0,141,21
 @jirolian 仙台、人数は定かではありませんが、列が不動産屋の角まで到達 ,2017,5,21,11,12,0,141,21
 @jirolian 仙台 開店前10:27  11人待ち ,2017,5,21,10,27,0,141,21
 @jirolian   ラーメン二郎 仙台店  20:10 信号機まで約40人待ち pic.twitter.com/oKLloQI4U8 ,2017,5,19,20,11,5,139,20
 @jirolian 仙台 二郎 15人くらい 1806 大キムチ生姜ニンニク少しアブラ pic.twitter.com/4DIFlVjNbY ,2017,5,18,18,6,4,138,20
 @jirolian 仙台 二郎 20人くらい 1736 pic.twitter.com/vypScNZqZp ,2017,5,18,17,36,4,138,20
 ラーメン二郎仙台店 晴天 並び10人 12:59  @jirolian ,2017,5,18,12,59,4,138,20
 @jirolian 仙台 二郎 4人くらい 1726 小ニンニク少しアブラ pic.twitter.com/6TAOnje3ks ,2017,5,17,17,26,3,137,20
 @jirolian 仙台 二郎 開店待ち 10人 1655 pic.twitter.com/U7ThanManp ,2017,5,17,16,55,3,137,20
 @jirolian   ラーメン二郎 小岩店  13:55 16人待ち  仙台店主に東京のオススメの二郎はと聞いたら一言「小岩」  その言葉、前にも聞きましたけど‼︎ pic.twitter.com/X38lxlKm5J ,2017,5,17,13,55,3,137,20
 ラーメン二郎 仙台店 只今の並びは24人！12:04 @jirolian pic.twitter.com/Vns2z9k0xw ,2017,5,17,12,4,3,137,20
 @jirolian  ラーメン二郎 仙台店  21:07  16人待ち pic.twitter.com/9sCmqyZFGV ,2017,5,16,21,7,2,136,20
 @jirolian 仙台  開店前10:51  8人待ち ,2017,5,13,10,51,6,133,19
 ラーメン二郎 仙台店 開店17分前 只今の並びは15人 11:13 @jirolian pic.twitter.com/DU0pT0u79s ,2017,5,12,11,13,5,132,19
 ラーメン二郎仙台店 曇 並び無し 13:23  @jirolian ,2017,5,10,13,23,3,130,19
 @jirolian 仙台店、開店5分前、14人 ,2017,5,10,11,24,3,130,19
 @jirolian 仙台店 並び18:10　41人 ,2017,5,7,18,12,0,127,19
 ラーメン二郎 仙台店 只今の並びは35人！日曜日の仙台店は19時30分までの営業です。ご来店予定の方はお早めにお願いします。17:51 @jirolian pic.twitter.com/Ekqn8TKvwQ ,2017,5,7,17,51,0,127,19
 @jirolian ラーメン二郎仙台店　 日曜日通し営業17:15並び22人 仙台店は食券先買いです ,2017,5,7,17,16,0,127,19
 @jirolian 仙台店、14:15時点で、28人マンションのところです。 ,2017,5,7,14,18,0,127,19
 @jirolian 仙台二郎。1315接続。20人待ち。思ったより少ない ,2017,5,7,13,32,0,127,19
 @jirolian 仙台 開店前 約50人待ち 1125 ,2017,5,6,11,27,6,126,18
 @jirolian 仙台店　19:58 並び21人 pic.twitter.com/uI2qWxGP4z ,2017,5,5,19,59,5,125,18
 @jirolian 仙台二郎 17:48 44人待ち(号泣 ,2017,5,4,17,48,4,124,18
 @jirolian 仙台二郎 50人ちょい待ち(吐血 ,2017,5,4,13,56,4,124,18
 @jirolian 仙台店  只今の待ちは５０人オーバーしております ,2017,5,4,12,22,4,124,18
 @jirolian 仙台店 ざっくりと数えて只今の待ちは ５０人以上はいると思います… ,2017,5,3,12,8,3,123,18
 仙台店 外14人 14:23 @jirolian ,2017,5,2,14,23,2,122,18
 ラーメン二郎仙台店 晴 並び43人 13:07  @jirolian ,2017,5,2,13,7,2,122,18
 ラーメン二郎 仙台店 只今の並びは約15人！並び少ないです！17:34 @jirolian pic.twitter.com/kZBkh80rIh ,2017,4,30,17,35,0,120,18
 @jirolian 仙台 開店待ち8人 1030 まだ1時間あるというのに ,2017,4,30,10,37,0,120,18
 @jirolian 仙台  開店前10:00   4人待ち ,2017,4,30,10,0,0,120,18
 ラーメン二郎 仙台店 只今の並びは52人です。>_< 仙台店の昼営業は14時30分までです。  夜の部は17時〜21時までの営業です。 14:16   @jirolian pic.twitter.com/H7UsYBNBOo ,2017,4,29,14,16,6,119,17
 @jirolian   ゴールデンウィーク初日のラーメン二郎 仙台店  13:13 交差点まで約40人待ち pic.twitter.com/CQMfnPzOCI ,2017,4,29,13,14,6,119,17
 @jirolian 仙台 外35〜40人 pic.twitter.com/yi8aoAIWfT ,2017,4,27,19,51,4,117,17
 @jirolian 17:10 仙台 待ちなし、店内も空席あり ,2017,4,27,17,11,4,117,17
 ラーメン二郎 仙台店 只今の並びは約50人！18:54  @jirolian pic.twitter.com/TGmIHIc9v0 ,2017,4,26,18,54,3,116,17
 ラーメン二郎仙台店 晴?曇? 並び 13人 13:22  @jirolian ,2017,4,26,13,23,3,116,17
 @jirolian  ラーメン二郎 仙台店  11:18  開店待ち17人 pic.twitter.com/XXteZMe2wE ,2017,4,26,11,18,3,116,17
 @jirolian 仙台待ち30 ,2017,4,25,19,35,2,115,17
 @jirolian 15:55 仙台店 約35人待ち ,2017,4,23,15,55,0,113,17
 @jirolian 仙台店11時半 約50人並んでます ,2017,4,23,11,32,0,113,17
 昼の部も70人くらい並んでました！ 仙台店は本当に人気店ですね♪あれだけ美味しい二郎があるのは羨ましいです>< ,2017,4,22,19,52,6,112,16
 ラーメン二郎 仙台店 只今の並びは約50人！19:41 @jirolian pic.twitter.com/PV3QzPr0Et ,2017,4,22,19,41,6,112,16
